1,0.43,1.0,1.0,53.93,50.31,48.16,1306.0,1674.5,2810.93,59,70,116
2,1.33,0.67,0.67,58.0,54.1,51.7,3269.67,670.5,2091.5,74,14,69
3,0.42,1.08,1.01,58.0,54.1,51.73,653.0,2619.5,2987.67,15,59,86
4,0.7,1.15,0.85,58.0,54.1,51.8,1532.38,2178.46,2521.23,48,53,61
5,0.5,0.67,1.0,58.0,54.1,51.8,1601.92,801.75,3663.08,35,28,93
6,0.33,0.92,1.0,58.0,54.1,51.8,752.5,1762.0,3845.83,16,41,102
7,0.54,1.46,0.77,58.0,54.1,51.8,1549.62,3023.85,1672.31,46,74,40
8,0.54,1.23,1.25,58.0,54.1,51.8,755.08,1630.38,4025.46,17,37,108
9,0.58,0.83,1.59,58.0,54.1,51.8,653.0,1636.67,4048.67,14,36,107
10,0.38,0.92,1.0,58.0,54.11,51.8,602.77,1456.62,3877.38,14,35,108
11,0.38,0.92,1.46,58.0,54.19,51.8,653.0,1523.23,4000.0,15,37,108
12,0.75,0.58,1.43,58.08,54.2,51.8,653.0,654.0,5101.83,13,14,129
13,0.31,0.85,1.38,58.1,54.2,51.9,663.15,664.15,4815.54,15,27,119
14,0.38,0.85,1.0,58.1,54.2,51.9,658.08,1180.46,4296.62,15,40,106
15,0.23,1.0,1.08,58.1,54.2,51.9,653.0,1666.62,4119.38,15,41,104
16,0.5,1.08,1.09,58.1,54.2,51.9,1583.67,1595.67,3284.5,36,47,74
17,0.43,1.07,0.71,58.1,54.2,51.9,1460.14,2187.14,2503.14,38,61,66
18,0.58,1.17,1.0,58.1,54.2,51.9,723.67,2185.33,3201.67,14,49,94
19,0.5,1.25,1.25,58.1,54.2,51.9,653.0,1817.5,3495.17,15,43,102
20,0.54,1.23,0.85,58.1,54.2,51.9,1241.77,2097.08,2448.77,31,60,72
21,0.62,1.08,1.08,58.1,54.2,51.9,1527.31,1517.23,3138.15,36,36,86
22,0.25,0.67,1.51,58.1,54.2,51.9,653.0,820.33,4558.33,14,18,125
23,0.38,1.31,0.77,58.1,54.2,51.9,653.0,2535.85,2817.85,15,63,82
24,0.62,0.69,1.31,58.1,54.2,51.9,653.0,654.0,4864.15,15,15,132
25,0.5,1.17,1.25,58.1,54.27,51.9,653.0,1749.33,3711.0,14,38,105
26,0.38,0.92,1.23,58.1,54.2,51.9,653.0,1208.46,4113.54,15,28,117
27,0.23,1.31,1.08,58.1,54.22,51.9,653.0,2377.23,3044.0,14,59,86
28,0.58,0.83,1.51,58.1,54.21,51.9,683.67,690.17,4733.33,13,14,129
29,0.55,1.08,1.08,58.1,54.2,51.9,1602.0,1613.15,3263.92,37,37,86
30,0.5,1.36,1.21,58.1,54.26,51.9,653.0,2289.14,3185.14,16,61,88
31,0.41,1.51,1.56,58.1,54.3,51.9,653.0,2409.55,3507.82,24,111,162
32,0.55,0.82,1.79,58.1,54.3,51.93,653.0,1253.55,4942.09,25,50,225
33,0.48,1.23,1.94,58.1,54.3,52.0,653.0,1625.13,4431.3,25,71,205
34,0.65,0.79,2.02,58.1,54.3,52.0,1144.3,940.26,4647.83,47,38,216
35,0.57,1.04,1.52,58.13,54.3,52.0,1169.7,1648.7,3985.22,47,68,185
36,0.87,1.09,1.36,58.1,54.3,52.0,1610.91,1944.09,2952.96,67,82,150
37,0.7,1.05,1.45,58.1,54.3,52.0,1446.83,1628.0,3604.35,66,79,156
38,0.65,0.87,1.66,58.1,54.3,52.0,1122.48,1172.52,4482.87,46,48,206
39,0.7,0.91,1.92,58.1,54.3,52.0,1150.04,1202.17,4426.87,47,52,202
40,0.52,1.26,1.3,58.1,54.3,52.0,987.52,1738.61,4107.04,38,83,179
41,0.52,1.0,1.87,58.1,54.3,52.0,669.0,1194.43,4982.7,25,49,227
42,0.5,0.95,1.45,58.1,54.3,52.0,780.05,1542.41,4573.05,27,69,201
43,0.5,1.14,1.23,58.1,54.3,52.0,1172.64,1738.55,3801.45,47,72,181
44,0.57,1.35,1.22,58.1,54.3,51.63,653.0,2497.65,3580.61,25,107,169
45,0.39,0.78,1.92,58.1,54.3,51.3,655.87,889.48,5255.91,25,46,230
46,0.43,1.22,1.39,58.1,54.3,51.3,653.0,1644.87,4506.35,25,69,206
47,0.35,1.52,0.95,58.12,54.3,51.3,681.26,3122.0,2986.09,25,135,140
48,0.52,1.43,0.74,58.1,54.3,51.3,1593.7,2684.96,2508.35,68,126,107
49,0.7,0.96,1.05,58.1,54.3,51.35,1645.43,1567.39,3672.52,70,65,166
50,0.74,0.87,0.87,58.1,54.3,51.32,1873.74,1707.04,2955.04,90,82,128
51,0.52,1.13,1.22,58.1,54.33,51.36,1158.65,2034.35,3504.61,62,88,151
52,0.39,1.43,0.91,58.1,54.4,51.37,653.0,2526.17,3579.13,25,109,166
53,0.39,1.17,1.61,58.1,54.4,51.31,655.87,1745.39,4385.74,24,83,193
54,0.35,1.17,1.35,58.1,54.4,51.38,718.7,2015.61,4246.91,25,91,185
55,0.55,1.23,1.28,58.1,54.4,51.31,974.64,2129.18,3550.27,37,90,169
56,0.59,0.95,1.6,58.1,54.4,51.38,653.0,1203.91,4861.55,24,49,227
57,0.36,1.1,1.45,58.1,54.4,51.4,653.0,2034.36,4101.82,25,90,185
58,0.43,1.13,1.35,58.1,54.31,51.4,653.0,1892.43,4147.65,25,81,194
59,0.61,1.48,1.04,58.13,54.3,51.4,1181.17,2629.22,2997.57,47,113,141
60,0.87,0.96,1.17,58.11,54.33,51.4,2212.48,1210.26,3349.83,105,50,146
