93.73,95.7,0.35,47.2,50.83,48.25,125205315.35,125242825.78,678.91
98.44,100.0,0.23,49.4,53.1,50.4,130945657.91,130891671.55,724.09
98.4,100.0,0.32,49.4,53.1,50.4,130900003.91,130909545.45,772.09
97.81,100.0,0.29,49.4,53.1,50.4,130899939.24,130909855.05,712.29
97.91,100.0,0.45,49.46,53.1,50.4,130977483.36,130989582.64,730.64
98.04,100.0,0.41,49.5,53.1,50.4,130799001.18,130957973.09,742.64
98.18,100.0,0.41,49.5,53.1,50.4,130942291.45,131003497.91,753.36
97.15,100.0,0.45,49.5,53.1,50.4,130998909.55,130961894.0,733.64
97.55,100.0,0.19,49.51,53.1,50.4,130943847.43,130942147.24,712.0
97.09,100.0,0.29,49.58,53.1,50.4,130988212.38,130866345.05,729.43
97.82,100.0,0.32,49.6,53.1,50.4,130988008.91,130952400.45,755.73
97.99,100.0,0.36,49.6,53.13,50.4,130957821.45,130852877.0,712.36
97.05,100.0,0.38,49.6,53.12,50.4,130924510.52,130941741.0,758.81
97.61,100.0,0.33,49.6,53.1,50.4,130923641.48,130898276.9,792.71
97.5,100.0,0.5,49.68,53.1,50.42,130968262.64,130949862.45,739.36
97.49,100.0,0.45,49.67,53.1,50.4,130988557.36,131024648.64,727.64
97.35,100.0,0.36,49.64,53.1,50.4,130932041.64,130952553.55,733.36
96.8,100.0,0.52,49.61,53.1,50.4,130890819.71,130930470.29,749.71
97.65,100.0,0.29,49.63,53.1,50.4,130962991.33,130988951.62,756.0
97.25,100.0,0.36,49.68,53.1,50.4,130929359.45,130918263.91,755.73
97.43,100.0,0.5,49.7,53.1,50.4,130904102.0,130911775.27,730.64
97.89,100.0,0.32,49.7,53.1,50.4,130915150.73,130947053.09,741.0
97.36,100.0,0.38,49.7,53.1,50.4,130951339.43,131007440.1,732.57
97.99,100.0,0.38,49.7,53.1,50.4,130914995.24,130931601.05,709.14
97.51,100.0,0.27,49.7,53.11,50.4,130933901.73,130907827.0,702.27
98.27,100.0,0.41,49.7,53.14,50.4,130863452.64,130874293.09,751.18
98.45,100.0,0.36,49.7,53.1,50.4,130925251.5,130933863.86,781.95
97.73,100.0,0.43,49.76,53.1,50.4,130929510.95,130912544.86,740.1
98.04,100.0,0.48,49.73,53.1,50.4,130944497.14,130978290.76,721.71
98.51,100.0,0.32,49.73,53.1,50.4,130917916.91,130922082.73,746.73
