84.94,87.62,0.88,41.16,46.68,44.05,114665965.62,115467184.88,2493.62
97.81,100.0,1.16,46.9,53.1,50.2,130913321.43,130938941.43,2820.86
97.96,100.0,0.14,46.9,53.11,50.2,130977728.0,130899572.57,0.0
97.53,100.0,0.4,46.9,53.1,50.2,130883867.2,130917406.8,49.2
97.8,100.0,1.01,46.9,53.1,50.2,131189235.14,130946538.29,2346.86
97.67,100.0,0.0,46.9,53.1,50.2,130835175.14,130936441.14,0.0
98.26,100.0,0.14,46.9,53.1,50.2,130846093.14,130934825.43,39.43
96.91,100.0,1.57,46.9,53.13,50.2,130881507.29,130922547.29,4849.0
97.8,100.0,0.87,46.9,53.14,50.2,130904260.57,130564890.57,2918.0
97.43,100.0,1.35,46.9,53.1,50.2,131003923.33,130863066.33,3335.0
97.66,100.0,1.57,46.9,53.1,50.2,130972576.29,130909545.14,6018.0
97.8,100.0,1.14,46.9,53.1,50.2,130926958.86,130923186.0,3333.43
97.94,100.0,0.14,46.9,53.1,50.2,130698089.71,130847460.86,70.29
97.24,100.0,1.3,46.9,53.1,50.21,130993959.43,130912649.71,3740.57
98.24,100.0,1.3,46.9,53.1,50.3,130895143.71,130963911.71,3868.29
98.14,100.0,1.71,46.9,53.1,50.2,130936286.57,130966060.29,4165.71
97.82,100.0,0.33,46.9,53.1,50.2,131015905.33,130906494.67,0.0
98.13,100.0,1.37,46.9,53.1,50.2,130932139.33,130952033.67,3384.0
97.97,100.0,0.43,46.9,53.1,50.2,130925822.29,130885625.14,0.0
97.98,100.0,0.22,46.9,53.1,50.2,130933873.78,131091491.33,69.56
97.37,100.0,0.71,46.9,53.1,50.2,130964334.57,131145095.43,1784.0
97.84,100.0,1.57,46.9,53.1,50.2,130966269.43,130945274.86,4807.71
97.24,100.0,1.57,46.9,53.1,50.2,130987235.43,130981488.0,4736.0
97.37,100.0,0.43,46.9,53.1,50.2,130939918.29,130875254.86,0.0
97.81,100.0,0.14,46.9,53.1,50.2,131048879.71,130977428.0,0.0
97.6,100.0,0.52,46.9,53.1,50.2,130932842.0,130888771.0,0.0
97.84,100.0,0.86,46.9,53.1,50.2,131019877.43,130887938.57,3964.29
98.09,100.0,0.29,46.9,53.1,50.2,130907318.29,130847402.29,70.29
97.21,100.0,1.0,46.9,53.1,50.2,131010064.29,131111126.86,3487.71
97.67,100.0,0.0,46.9,53.1,50.2,131021464.29,131174268.57,0.0
