1,26.54,92.93,0.36,55.88,49.44,46.59,118753.79,118776.79,1394.21,41,40,40
2,31.82,100.0,0.25,60.1,53.1,50.1,138579.33,138606.0,1476.0,39,38,38
3,31.45,100.0,0.62,60.1,53.1,50.1,127998.92,127888.62,1524.77,39,38,39
4,31.35,100.0,0.5,60.1,53.1,50.1,127092.33,138389.5,1306.5,38,39,38
5,29.0,100.0,0.46,60.1,53.1,50.1,138499.69,128020.46,1462.0,39,39,38
6,31.79,100.0,0.67,60.1,53.1,50.1,127035.5,130851.0,1369.67,38,38,39
7,34.41,100.0,0.54,60.1,53.1,50.1,127923.69,138468.46,1395.69,38,39,38
8,30.02,100.0,0.67,60.1,53.1,50.1,138373.5,126821.5,1397.5,39,37,39
9,29.82,100.0,0.54,60.1,53.1,50.1,127929.54,138433.08,1385.54,39,39,38
10,34.02,100.0,0.5,60.13,53.1,50.1,138405.67,127102.83,1334.33,38,39,38
11,48.36,100.0,0.46,60.19,53.1,50.1,127893.69,138458.0,1385.85,38,39,39
12,28.82,100.0,0.33,60.1,53.1,50.1,127013.83,138562.83,1306.5,38,39,38
13,34.39,100.0,0.62,60.1,53.1,50.1,138463.38,127903.54,1319.85,39,37,39
14,29.55,100.0,0.5,60.13,53.1,50.1,127016.0,138400.5,1392.0,38,38,39
15,31.09,100.0,0.38,60.13,53.1,50.1,127898.77,127788.0,1334.62,39,39,38
16,26.32,100.0,0.58,60.1,53.1,50.1,138417.33,138412.0,1322.67,39,38,38
17,32.72,100.0,0.62,60.1,53.1,50.12,127908.92,127878.31,1392.62,38,39,39
18,30.69,100.0,0.33,60.1,53.1,50.15,138401.0,138400.5,1358.5,39,37,39
19,30.49,100.0,0.38,60.1,53.1,50.1,138504.0,138458.46,1416.0,38,39,38
20,25.95,100.0,0.67,60.1,53.1,50.1,126972.33,127002.33,1312.0,38,39,38
21,31.65,100.0,0.38,60.1,53.14,50.15,138438.46,138508.46,1370.31,38,39,39
22,34.77,100.0,0.33,60.1,53.2,50.2,127097.83,127144.83,1282.5,39,38,38
23,30.27,100.0,0.38,60.1,53.2,50.2,127919.08,138453.23,1337.08,38,39,39
24,32.51,100.0,0.67,60.1,53.2,50.2,138584.5,127166.33,1392.33,38,38,39
25,31.0,100.0,0.5,60.1,53.2,50.2,127150.67,138401.0,1465.0,38,38,39
26,37.35,100.0,0.5,60.1,53.2,50.2,138627.25,138500.67,1370.17,39,38,38
27,31.02,100.0,0.46,60.1,53.2,50.2,138515.15,127954.31,1492.31,38,39,39
28,31.35,100.0,0.5,60.1,53.2,50.2,115744.0,138395.5,1448.5,39,37,39
29,31.41,100.0,0.62,60.1,53.2,50.2,138293.69,127855.38,1370.31,39,38,39
30,33.38,100.0,0.42,60.1,53.2,50.2,126988.83,138409.5,1563.5,38,39,38
31,30.39,100.0,0.52,60.1,53.2,50.2,132668.17,132714.0,1580.0,76,75,74
32,32.28,100.0,0.52,60.1,53.2,50.2,132643.83,132702.09,1618.7,75,76,75
33,30.94,100.0,0.52,60.15,53.2,50.2,132753.3,132746.09,1618.52,76,75,75
34,30.57,100.0,0.59,60.2,53.2,50.2,132442.55,132418.09,1571.18,75,75,75
35,31.81,100.0,0.57,60.2,53.2,50.2,132716.61,132635.22,1564.26,75,74,76
36,32.04,100.0,0.57,60.2,53.2,50.2,132710.87,132714.0,1574.09,77,75,74
37,36.19,100.0,0.74,60.2,53.2,50.2,132722.35,132705.13,1590.09,75,76,75
38,32.03,100.0,0.59,60.2,53.2,50.2,132492.82,132486.73,1580.36,74,76,75
39,35.71,100.0,0.7,60.12,53.2,50.2,132702.26,132722.35,1527.39,75,75,75
40,32.28,100.0,0.48,60.14,53.2,50.2,132698.74,131844.17,1631.26,75,76,75
41,32.97,100.0,0.61,60.14,53.2,50.2,132794.96,132732.17,1598.43,76,75,75
42,32.06,100.0,0.55,60.2,53.2,50.2,132509.64,132418.36,1592.36,75,75,75
43,33.09,100.0,0.57,60.2,53.2,50.2,132654.96,132717.74,1598.61,75,75,75
44,33.93,100.0,0.65,60.2,53.2,50.2,132667.22,132708.0,1613.13,75,76,75
45,30.73,100.0,0.57,60.2,53.2,50.2,132743.83,132674.87,1598.61,75,76,75
46,33.32,100.0,0.64,60.2,53.2,50.2,132436.36,132492.73,1654.64,75,74,75
47,32.16,100.0,0.57,60.2,53.2,50.25,132611.65,132594.87,1602.52,76,75,75
48,37.19,100.0,0.48,60.2,53.2,50.2,132712.0,132713.74,1587.3,75,77,74
49,32.37,100.0,0.7,60.2,53.23,50.2,132703.57,132753.57,1610.26,75,75,76
50,33.53,100.0,0.64,60.2,53.21,50.2,132442.55,132430.36,1660.82,75,74,75
51,33.35,100.0,0.68,60.2,53.2,50.2,132501.55,132530.36,1653.45,76,74,76
52,32.45,100.0,0.48,60.2,53.2,50.2,132756.96,132754.09,1546.09,76,76,74
53,32.88,100.0,0.65,60.2,53.2,50.2,132748.52,132631.7,1563.43,75,75,76
54,31.88,100.0,0.74,60.44,53.2,50.2,132725.48,132739.57,1576.96,75,75,75
55,28.61,100.0,0.68,60.72,53.2,50.2,132506.55,132421.27,1560.36,75,75,75
56,29.49,100.0,0.59,60.8,53.2,50.2,132489.55,132521.64,1586.36,76,75,75
57,31.41,100.0,0.61,60.84,53.2,50.2,131384.43,132704.7,1604.52,74,75,76
58,31.43,100.0,0.61,60.71,53.2,50.2,132719.3,132748.96,1624.61,75,76,75
59,28.23,100.0,0.82,60.79,53.2,50.24,132457.27,131726.73,1621.91,75,75,75
60,30.06,100.0,0.59,60.8,53.2,50.3,132457.09,132415.27,1620.36,76,74,76
61,30.34,100.0,0.64,60.85,53.24,50.3,130394.0,134619.09,1675.58,112,112,111
62,28.59,100.0,0.52,60.9,53.3,50.3,134567.76,130446.85,1667.58,112,112,112
63,28.41,100.0,0.55,60.9,53.3,50.3,130378.55,134622.61,1681.58,111,113,112
64,28.06,100.0,0.64,60.9,53.3,50.3,134651.97,130423.67,1743.24,112,111,112
65,31.11,100.0,0.58,60.84,53.3,50.3,130453.64,134562.79,1670.67,111,112,112
66,30.85,100.0,0.73,60.7,53.3,50.3,134609.64,134617.39,1695.58,111,113,113
67,31.01,100.0,0.52,60.74,53.3,50.3,130457.33,130411.64,1613.94,112,111,112
68,27.83,100.0,0.73,60.7,53.3,50.3,134570.73,134561.39,1667.27,112,111,112
69,29.08,100.0,0.55,60.73,53.3,50.3,130382.0,126209.33,1642.12,113,111,113
70,28.95,100.0,0.58,60.7,53.33,50.3,134546.0,134585.09,1619.94,111,112,112
71,29.22,100.0,0.52,60.7,53.3,50.3,134533.88,134598.73,1619.82,111,112,112
72,30.25,100.0,0.64,60.72,53.3,50.3,134572.79,126283.7,1643.09,112,114,111
73,30.65,100.0,0.55,60.74,53.3,50.3,134593.42,134584.09,1659.24,111,112,112
74,27.95,100.0,0.58,60.69,53.3,50.3,134622.73,134547.64,1635.94,112,111,112
75,29.6,100.0,0.52,60.61,53.3,50.3,134635.39,134606.61,1663.58,111,113,111
76,27.71,100.0,0.7,60.67,53.2,50.3,130447.76,134598.61,1663.45,112,112,113
77,27.93,100.0,0.61,60.69,53.1,50.33,134606.61,126250.12,1719.27,112,111,112
78,29.11,100.0,0.7,60.7,53.13,50.3,126519.03,134625.39,1715.21,113,111,113
79,29.54,100.0,0.61,60.7,53.1,50.3,134605.52,134610.97,1732.42,111,112,112
80,31.64,100.0,0.58,60.7,53.1,50.3,130451.45,134655.15,1686.67,111,112,112
