1,14.03,92.93,1.29,53.65,49.84,47.52,127291.07,127291.07,3959.07,4,0,123
2,16.44,100.0,0.75,57.7,53.6,51.1,126591.0,126569.0,2184.67,22,22,69
3,83.94,100.0,1.17,58.93,53.6,51.1,137088.0,137083.0,4310.67,0,0,117
4,99.86,100.0,1.54,59.1,53.6,51.1,126533.54,126533.54,4204.92,0,0,115
5,98.67,100.0,1.31,59.12,53.6,51.1,126538.15,126545.23,4239.85,0,0,117
6,99.24,100.0,1.68,59.27,53.6,51.2,137183.33,137168.0,4256.17,0,0,115
7,99.55,100.0,15.97,59.2,53.67,51.72,114872.17,125659.83,3876.0,15,0,100
8,100.0,100.0,13.82,59.2,53.7,51.64,137082.62,137078.0,4243.23,0,0,115
9,100.0,100.0,11.84,59.2,53.63,51.26,126533.54,126583.54,4126.0,0,0,117
10,100.0,100.0,12.65,59.2,53.6,51.2,125659.83,137083.0,4288.67,0,0,115
11,100.0,100.0,15.49,59.2,53.6,51.2,137078.0,137078.0,4506.92,0,0,117
12,100.0,100.0,8.72,59.2,53.6,51.2,126533.54,127412.92,3259.23,0,22,93
13,17.4,100.0,10.21,57.5,53.6,51.2,138019.17,137078.0,3528.17,31,0,84
14,14.71,100.0,9.5,57.5,53.6,51.2,137468.31,127363.69,3004.46,19,21,75
15,17.26,100.0,9.17,57.5,53.6,51.2,127837.38,137078.0,2862.31,43,0,74
16,20.78,100.0,10.78,57.5,53.6,51.2,138013.67,137078.0,3544.67,33,0,82
17,16.8,100.0,7.8,57.5,53.6,51.2,128468.15,126538.15,2346.62,56,0,59
18,14.57,100.0,9.68,57.5,53.6,51.2,127407.85,137078.0,3272.0,26,0,91
19,15.39,100.0,9.97,57.5,53.6,51.2,138030.67,126607.5,2614.0,22,22,70
20,17.83,100.0,10.94,57.5,53.6,51.2,126596.0,137083.0,3511.67,22,0,94
21,13.98,100.0,9.66,57.5,53.6,51.2,127415.38,126533.54,3127.69,22,0,93
22,14.66,100.0,10.78,57.5,53.6,51.2,138537.5,125654.83,3142.83,22,9,84
23,18.42,100.0,9.7,57.5,53.6,51.2,127232.31,137082.62,3102.77,17,2,98
24,21.37,100.0,8.9,57.5,53.6,51.2,138789.23,126533.54,2418.0,44,0,71
25,16.46,100.0,8.56,57.5,53.6,51.2,138138.67,137078.0,2996.33,25,0,90
26,15.11,100.0,8.61,57.5,53.6,51.25,127138.46,126554.77,3270.77,15,0,101
27,14.06,100.0,4.06,57.5,53.6,51.2,130879.66,130879.66,1420.7,0,0,116
28,13.09,100.0,1.08,57.5,53.69,51.2,137083.0,137137.17,3548.0,0,0,101
29,17.49,100.0,1.15,57.5,53.6,51.2,126533.54,126533.54,3767.85,0,0,101
30,14.33,100.0,1.0,57.5,53.6,51.2,127331.23,126533.54,2944.77,29,0,72
31,13.3,100.0,1.09,57.5,53.6,51.2,132031.04,137080.61,3433.48,40,0,161
32,15.53,100.0,1.22,57.5,53.6,51.2,131590.35,137080.61,3869.83,21,0,180
33,14.17,100.0,1.04,57.5,53.6,51.2,132298.35,137089.04,3381.35,62,0,148
34,16.11,100.0,1.22,57.5,53.6,51.2,130347.83,137090.52,4203.91,30,0,183
35,15.98,100.0,1.39,57.5,53.6,51.2,132030.0,137080.61,3667.22,42,0,172
36,17.1,100.0,1.09,57.5,53.6,51.2,131831.91,137148.82,3665.73,42,3,168
37,13.56,100.0,1.18,57.5,53.6,51.22,131530.18,137080.73,4060.45,41,0,172
38,15.08,100.0,1.13,57.5,53.6,51.22,132060.0,131118.09,3672.78,51,0,162
39,16.62,100.0,1.48,57.5,53.6,51.25,131662.91,131190.39,4243.26,22,0,192
40,16.41,100.0,1.21,57.5,53.6,51.2,132039.91,131120.7,3639.91,42,0,171
41,16.33,100.0,1.26,57.5,53.6,51.2,131584.87,131148.96,4155.48,21,0,193
42,14.44,100.0,1.17,57.5,53.6,51.11,132064.26,131118.09,3441.65,42,0,171
43,16.52,100.0,1.13,57.5,53.6,50.7,131609.39,131118.09,3966.09,22,0,191
44,14.93,100.0,1.09,57.5,53.6,50.7,132260.87,137145.74,3289.48,62,3,149
45,15.37,100.0,1.3,57.5,53.6,50.7,131118.09,131120.7,4520.26,0,0,213
46,13.23,100.0,1.09,57.5,53.6,50.7,131598.96,131120.7,4096.7,21,0,193
47,14.86,100.0,1.17,57.5,53.6,50.7,132047.3,131120.7,3642.7,42,0,171
48,16.66,100.0,1.14,57.5,53.6,50.7,131831.91,130849.91,3592.27,42,0,171
49,13.27,100.0,1.27,57.5,53.6,50.7,130876.73,130849.91,4604.09,0,0,213
50,16.55,100.0,1.3,57.5,53.6,50.7,131598.96,131118.09,3935.83,21,0,192
51,15.87,100.0,1.3,57.5,53.6,50.7,132183.61,131168.91,3517.96,45,0,169
52,15.84,100.0,1.35,57.5,53.6,50.7,131174.74,131131.43,4615.96,2,0,215
53,14.47,100.0,1.39,57.5,53.6,50.7,131955.04,131148.96,4003.39,47,0,179
