87.15,95.7,8.55,50.36,50.83,48.73,125305300.3,125222779.87,1988.91
90.87,100.0,11.4,52.64,53.1,50.9,131059271.27,130966420.59,2035.14
91.51,100.0,11.9,52.62,53.1,50.9,131009312.14,130991477.95,2236.95
91.5,100.0,10.43,52.6,53.1,50.9,130895535.43,130890990.05,1712.05
90.89,100.0,9.7,52.6,53.1,50.9,130920632.57,130958340.33,2146.43
90.4,100.0,8.81,52.6,53.1,50.9,130940772.64,130979242.73,1914.0
74.82,100.0,5.98,52.65,53.1,50.9,130949399.56,130905528.68,718.34
89.36,100.0,9.59,52.7,53.26,50.94,130977930.55,131102010.73,2046.82
91.66,100.0,9.5,52.7,53.78,51.0,131031863.33,130961565.0,1811.71
89.14,100.0,3.91,52.7,53.8,51.0,130930311.9,130789795.86,1684.43
89.39,100.0,0.36,52.7,53.8,51.0,130844426.45,130984173.73,1242.09
88.91,100.0,0.64,52.7,53.8,51.0,130929120.91,130894788.55,2385.27
88.73,100.0,0.45,52.7,53.8,51.0,130939188.27,130784734.36,1507.09
89.4,100.0,0.77,52.7,53.8,51.0,130955372.29,131097674.52,2528.24
87.59,100.0,0.73,52.7,53.8,51.0,130911333.95,130956561.23,2124.86
87.15,100.0,0.77,52.7,53.8,51.0,130902849.64,131016849.64,2203.64
87.14,100.0,0.68,52.7,53.8,51.0,130984877.0,130933475.64,2518.09
86.53,100.0,0.81,52.7,53.8,51.0,130923694.29,130932945.29,2381.95
86.16,100.0,0.62,52.7,53.72,51.0,130926134.95,130943445.95,1998.43
87.78,100.0,0.32,52.7,53.72,51.0,130941900.55,130929762.0,1779.27
85.7,100.0,0.68,52.7,53.7,51.0,130882195.45,130908148.09,2419.64
85.93,100.0,0.43,52.7,53.7,51.0,130972646.57,130941110.0,1557.86
87.07,100.0,0.55,52.7,53.7,51.0,130993587.27,130953035.91,2330.82
86.25,100.0,0.5,52.7,53.7,51.0,130997654.55,130888852.0,1557.82
88.82,100.0,0.45,52.7,53.74,51.0,130960657.45,130934607.91,1825.91
89.55,100.0,0.43,52.7,53.71,51.0,130937742.67,130920708.52,1795.29
91.25,100.0,0.43,52.7,53.7,51.01,130915034.38,130891313.57,1445.38
89.83,100.0,0.5,52.7,53.71,51.1,130952410.95,130833562.5,1792.95
89.15,100.0,0.59,52.7,53.73,51.1,130898504.27,130884653.18,1524.82
89.02,100.0,0.45,52.7,53.73,51.1,130914766.45,130920653.45,1551.23
