0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,25.9,100.0,7.5,59.1,53.5,50.7,137731.0,137732.0,654.0
2,22.4,100.0,5.4,59.0,53.5,50.7,137731.0,137798.0,1650.0
3,25.3,100.0,20.9,59.1,53.5,50.7,137731.0,137732.0,1654.0
4,20.8,100.0,11.1,59.1,53.5,50.7,137731.0,144372.0,654.0
5,25.0,100.0,6.5,59.1,53.5,50.7,137731.0,142752.0,654.0
6,26.6,100.0,7.5,59.0,53.5,50.7,137731.0,137732.0,654.0
7,43.2,100.0,6.4,59.0,53.5,50.7,143945.0,137732.0,654.0
8,35.3,100.0,5.4,59.0,53.5,50.7,142817.0,137732.0,2222.0
9,27.5,100.0,28.4,59.1,53.5,50.7,137731.0,654.0,5168.0
10,21.8,100.0,22.4,59.0,53.5,50.7,137731.0,6670.0,6136.0
11,17.3,100.0,5.4,59.0,53.5,50.7,137731.0,143016.0,720.0
12,20.3,100.0,7.5,59.0,53.5,50.7,137731.0,137732.0,654.0
0,21.3,100.0,4.4,59.0,53.5,50.7,137731.0,137732.0,654.0
1,17.1,100.0,14.9,59.1,53.5,50.7,137731.0,138452.0,2214.0
2,22.7,100.0,7.6,59.0,53.5,50.7,137731.0,137732.0,1156.0
3,19.0,100.0,13.8,59.0,53.5,50.7,137731.0,137798.0,7360.0
4,22.4,100.0,13.8,59.0,53.5,50.7,140849.0,137732.0,720.0
5,45.9,100.0,6.6,59.1,53.5,50.7,140925.0,137732.0,654.0
6,41.9,100.0,5.6,59.0,53.5,50.7,142751.0,137798.0,654.0
7,38.9,100.0,5.5,59.0,53.5,50.7,143813.0,137732.0,654.0
8,37.1,100.0,5.4,59.1,53.5,50.7,142883.0,137798.0,5806.0
9,22.1,100.0,30.4,59.1,53.5,50.7,137731.0,137732.0,6868.0
10,25.6,100.0,22.9,59.1,53.5,50.7,137731.0,137732.0,5542.0
11,20.8,100.0,22.8,59.0,53.5,50.7,137731.0,137732.0,4860.0
0,23.2,100.0,7.6,59.0,53.5,50.7,137731.0,137864.0,720.0
1,28.0,100.0,11.5,59.1,53.5,50.7,137731.0,137732.0,1650.0
2,20.8,100.0,9.1,59.1,53.5,50.7,137731.0,137732.0,1152.0
3,31.0,100.0,4.3,59.0,53.5,50.7,139229.0,137798.0,654.0
4,28.4,100.0,9.5,59.1,53.5,50.7,143309.0,137798.0,720.0
5,26.9,100.0,21.4,59.1,53.5,50.7,137731.0,137732.0,6736.0
6,25.6,100.0,15.9,59.1,53.5,50.7,137731.0,654.0,6004.0
7,23.4,100.0,21.0,59.1,53.5,50.7,653.0,137732.0,6814.0
8,22.8,100.0,8.7,59.0,53.5,50.7,137731.0,137732.0,5740.0
9,27.7,100.0,18.6,59.0,53.5,50.7,137731.0,137666.0,7000.0
10,28.0,100.0,11.1,59.0,53.5,50.7,142619.0,137732.0,654.0
11,37.5,100.0,7.6,59.0,53.5,50.7,143747.0,137732.0,654.0
12,39.2,100.0,7.4,59.0,53.5,50.7,137731.0,141444.0,654.0
0,22.2,100.0,12.0,59.0,53.5,50.7,137731.0,137798.0,1716.0
1,28.0,100.0,6.7,59.0,53.5,50.7,137731.0,137732.0,1152.0
2,22.9,100.0,9.2,59.0,53.5,50.7,137731.0,137798.0,2284.0
3,23.2,100.0,12.5,59.0,53.5,50.7,137731.0,137732.0,5344.0
4,19.7,100.0,14.6,59.0,53.5,50.7,137731.0,137798.0,6316.0
5,21.1,100.0,20.7,59.0,53.5,50.7,137731.0,137732.0,2678.0
6,19.5,100.0,13.6,59.0,53.5,50.7,137731.0,137798.0,4706.0
7,19.2,100.0,19.5,59.0,53.5,50.7,137731.0,137732.0,5806.0
8,20.3,100.0,4.4,59.1,53.5,50.7,137731.0,143316.0,654.0
9,19.7,100.0,4.3,59.1,53.5,50.7,137797.0,143316.0,654.0
10,16.7,100.0,8.3,59.1,53.5,50.7,137731.0,143382.0,720.0
11,18.9,100.0,6.7,59.1,53.5,50.7,137731.0,143580.0,654.0
12,32.9,100.0,6.4,59.1,53.5,50.7,143879.0,137732.0,720.0
0,16.2,100.0,12.2,59.1,53.5,50.7,653.0,137732.0,786.0
1,17.9,100.0,6.3,59.0,53.5,50.7,138727.0,654.0,654.0
2,26.8,100.0,4.4,59.0,53.5,50.7,138731.0,137732.0,720.0
3,23.0,100.0,5.5,59.1,53.5,50.7,142655.0,137732.0,720.0
4,48.0,100.0,5.4,59.1,53.5,50.7,139315.0,137732.0,654.0
5,18.7,100.0,7.4,59.1,53.5,50.7,137731.0,143382.0,654.0
6,17.9,100.0,4.3,59.0,53.5,50.7,137731.0,143448.0,720.0
7,19.5,100.0,8.6,59.0,53.5,50.7,137731.0,143514.0,654.0
8,20.0,100.0,5.6,59.0,53.5,50.7,137731.0,143514.0,4300.0
9,24.4,100.0,24.1,59.0,53.5,50.7,137731.0,137732.0,5956.0
10,25.3,100.0,22.2,59.0,53.5,50.7,137731.0,137732.0,2226.0
11,22.8,100.0,4.3,59.0,53.5,50.7,137797.0,143382.0,654.0
0,20.5,100.0,9.3,59.1,53.5,50.7,137731.0,137732.0,720.0
1,21.3,100.0,6.5,59.1,53.5,50.7,137731.0,138230.0,720.0
2,17.1,100.0,6.4,59.1,53.5,50.7,137731.0,138662.0,720.0
3,21.5,100.0,4.4,59.1,53.5,50.7,137731.0,137732.0,2152.0
4,23.1,100.0,17.1,59.0,53.5,50.7,137797.0,137732.0,6330.0
5,17.6,100.0,19.1,59.0,53.5,50.7,137731.0,137732.0,7000.0
6,21.5,100.0,23.8,59.1,53.5,50.7,137731.0,137732.0,5806.0
7,20.5,100.0,24.1,59.1,53.5,50.7,137731.0,137798.0,6736.0
8,28.0,100.0,26.5,59.1,53.5,50.7,653.0,137798.0,5806.0
9,19.7,100.0,16.9,59.1,53.5,50.7,137731.0,137798.0,6934.0
10,18.2,100.0,19.3,59.0,53.5,50.7,137731.0,142884.0,720.0
11,24.1,100.0,5.4,59.0,53.5,50.7,137731.0,143514.0,654.0
12,23.4,100.0,6.5,59.0,53.5,50.7,137731.0,6370.0,654.0
0,16.7,100.0,10.4,59.1,53.5,50.7,137731.0,137732.0,1650.0
1,20.8,100.0,11.0,59.1,53.5,50.7,137731.0,137732.0,654.0
2,17.9,100.0,7.3,59.1,53.5,50.7,137731.0,138728.0,654.0
3,16.9,100.0,4.5,59.0,53.5,50.7,137797.0,138732.0,5146.0
4,27.7,100.0,17.6,59.0,53.5,50.7,137731.0,137732.0,2868.0
5,26.5,100.0,24.4,59.1,53.5,50.7,137731.0,137732.0,5938.0
6,28.9,100.0,6.6,59.1,53.5,50.7,137731.0,143316.0,654.0
7,23.8,100.0,7.4,59.1,53.5,50.7,137731.0,143448.0,654.0
8,29.4,100.0,16.5,59.1,53.5,50.7,137731.0,137798.0,6604.0
9,31.3,100.0,25.3,59.1,53.5,50.7,137731.0,137732.0,5740.0
10,29.2,100.0,22.7,59.1,53.5,50.7,137731.0,137732.0,6370.0
11,29.9,100.0,22.8,59.1,53.5,50.7,137731.0,139304.0,4724.0
12,29.2,100.0,8.5,59.1,53.5,50.7,137731.0,143316.0,654.0
0,26.5,100.0,8.3,59.1,53.5,50.7,137731.0,138362.0,654.0
1,14.9,100.0,5.3,59.1,53.5,50.7,653.0,137732.0,1716.0
2,16.2,100.0,17.6,59.1,53.5,50.7,137731.0,137732.0,1654.0
3,20.3,100.0,10.2,59.1,53.5,50.7,137731.0,137798.0,7060.0
4,23.1,100.0,24.7,59.1,53.5,50.7,141179.0,137732.0,1152.0
5,33.8,100.0,5.4,59.1,53.5,50.7,142677.0,137732.0,654.0
6,42.2,100.0,6.5,59.1,53.5,50.7,140801.0,137732.0,5806.0
7,20.0,100.0,15.9,59.1,53.5,50.7,137731.0,137732.0,6436.0
8,19.0,100.0,26.0,59.1,53.5,50.7,137731.0,654.0,1152.0
9,31.1,100.0,6.4,59.1,53.5,50.7,142817.0,137732.0,654.0
10,57.5,100.0,4.3,59.1,53.5,50.7,143813.0,137732.0,5674.0
11,23.7,100.0,20.0,59.1,53.5,50.7,137731.0,137732.0,6304.0
0,20.3,100.0,15.9,59.1,53.5,50.8,137731.0,137798.0,1152.0
1,21.8,100.0,5.4,59.1,53.5,50.8,137731.0,137732.0,1152.0
2,22.8,100.0,17.2,59.1,53.5,50.8,138229.0,137798.0,1152.0
3,25.0,100.0,8.4,59.1,53.5,50.8,138233.0,137864.0,654.0
4,35.1,100.0,11.0,59.1,53.5,50.8,138727.0,137732.0,6364.0
5,20.5,100.0,19.3,59.1,53.5,50.8,137797.0,137732.0,6238.0
6,21.8,100.0,23.8,59.1,53.5,50.8,137731.0,137798.0,6238.0
7,26.0,100.0,15.3,59.1,53.5,50.8,137731.0,137732.0,6304.0
8,28.2,100.0,22.9,59.1,53.5,50.8,137731.0,137732.0,6502.0
9,17.9,100.0,14.0,59.1,53.5,50.8,653.0,137732.0,6436.0
10,27.2,100.0,17.7,59.0,53.5,50.8,653.0,137732.0,6370.0
11,24.1,100.0,19.5,59.0,53.5,50.8,137731.0,137732.0,6304.0
12,22.5,100.0,23.8,59.0,53.5,50.8,137731.0,137732.0,6304.0
0,21.5,100.0,5.3,59.0,53.5,50.8,137731.0,137732.0,1152.0
1,18.2,100.0,12.9,59.0,53.5,50.8,137797.0,138728.0,654.0
2,23.5,100.0,4.3,59.0,53.5,50.8,137731.0,138300.0,654.0
3,22.2,100.0,6.5,59.0,53.5,50.8,137797.0,1152.0,5578.0
4,21.5,100.0,15.5,59.0,53.5,50.8,137731.0,137732.0,5584.0
5,25.3,100.0,20.7,59.0,53.5,50.8,137863.0,137732.0,6934.0
6,21.8,100.0,13.6,59.0,53.5,50.8,137731.0,137732.0,5806.0
7,22.5,100.0,12.8,59.0,53.5,50.8,137731.0,139736.0,1152.0
8,25.6,100.0,5.4,59.0,53.5,50.8,137731.0,142752.0,654.0
9,29.1,100.0,12.9,59.0,53.5,50.8,137731.0,141678.0,2658.0
10,27.5,100.0,15.9,59.0,53.5,50.8,137731.0,137732.0,5410.0
11,20.0,100.0,15.6,59.0,53.5,50.8,137797.0,137732.0,6868.0
12,30.8,100.0,18.6,59.0,53.5,50.8,137797.0,137732.0,5740.0
0,23.7,100.0,6.4,59.0,53.5,50.8,138727.0,137732.0,654.0
1,30.4,100.0,6.5,59.0,53.5,50.8,138229.0,137732.0,720.0
2,28.2,100.0,5.4,59.0,53.5,50.8,745.0,139520.0,746.0
3,25.3,100.0,6.5,59.0,53.5,50.8,137731.0,143574.0,654.0
4,24.7,100.0,11.0,59.0,53.5,50.8,138047.0,137982.0,7184.0
5,30.1,100.0,21.7,59.0,53.5,50.8,137731.0,137798.0,6004.0
6,29.5,100.0,14.0,59.0,53.5,50.8,137823.0,143840.0,746.0
7,28.7,100.0,5.4,59.0,53.5,50.8,137731.0,142818.0,654.0
8,30.2,100.0,10.0,59.0,53.5,50.8,137731.0,137732.0,6604.0
9,29.4,100.0,28.2,59.0,53.5,50.8,137978.0,138045.0,6119.0
10,29.9,100.0,14.5,59.0,53.5,50.8,137731.0,143814.0,654.0
11,31.0,100.0,7.4,59.0,53.5,50.8,138044.0,142933.0,901.0
0,22.0,100.0,6.5,59.0,53.5,50.8,138044.0,137979.0,1033.0
1,19.2,100.0,6.4,59.0,53.5,50.8,137731.0,139226.0,588.0
2,26.5,100.0,5.5,59.0,53.5,50.8,137978.0,138547.0,901.0
3,23.5,100.0,9.5,59.0,53.5,50.8,144239.0,137798.0,720.0
4,41.9,100.0,7.6,59.0,53.5,50.8,142949.0,137798.0,720.0
5,37.2,100.0,6.5,59.0,53.5,50.8,144341.0,137732.0,720.0
6,42.7,100.0,6.4,59.0,53.5,50.8,142883.0,137732.0,654.0
7,34.2,100.0,5.5,59.0,53.5,50.8,137731.0,137732.0,654.0
8,23.1,100.0,7.4,59.0,53.5,50.8,137863.0,143748.0,654.0
9,24.1,100.0,5.4,59.0,53.5,50.8,137731.0,142818.0,7000.0
10,25.3,100.0,21.0,59.0,53.5,50.8,653.0,137732.0,5740.0
11,25.9,100.0,20.5,59.0,53.5,50.8,137797.0,137798.0,654.0
0,21.5,100.0,11.5,59.0,53.5,50.8,137731.0,137732.0,720.0
1,21.5,100.0,5.2,59.0,53.5,50.8,137731.0,137732.0,2214.0
2,18.2,100.0,13.5,59.0,53.5,50.8,137797.0,137732.0,1156.0
3,22.2,100.0,8.7,59.0,53.5,50.8,137731.0,137732.0,6340.0
4,25.0,100.0,24.7,59.0,53.5,50.8,137731.0,137732.0,5320.0
5,28.2,100.0,10.8,59.0,53.5,50.8,139801.0,137798.0,654.0
6,47.1,100.0,5.3,59.0,53.5,50.8,143183.0,137732.0,654.0
7,28.6,100.0,5.4,59.0,53.5,50.8,141409.0,137732.0,5798.0
8,32.5,100.0,21.0,59.0,53.5,50.8,137797.0,137732.0,5080.0
9,27.5,100.0,13.3,59.0,53.5,50.8,137731.0,720.0,4886.0
10,22.4,100.0,19.8,59.0,53.5,50.8,137731.0,10622.0,5674.0
11,24.4,100.0,9.8,59.0,53.5,50.8,143249.0,137732.0,654.0
12,37.5,100.0,3.2,59.0,53.5,50.8,143183.0,137732.0,654.0
0,25.6,100.0,5.3,59.1,53.5,50.8,137731.0,137732.0,654.0
1,27.8,100.0,8.3,59.1,53.5,50.8,137797.0,138728.0,654.0
2,17.9,100.0,4.4,59.1,53.5,50.8,137731.0,138230.0,654.0
3,19.0,100.0,21.5,59.1,53.5,50.8,713.0,137798.0,2218.0
4,20.3,100.0,20.9,59.1,53.5,50.8,137731.0,137732.0,6628.0
5,20.5,100.0,26.2,59.1,53.5,50.8,137731.0,137732.0,7258.0
6,18.2,100.0,15.7,59.1,53.5,50.8,137731.0,137798.0,5740.0
7,22.5,100.0,22.0,59.1,53.5,50.8,137731.0,137732.0,6934.0
8,18.7,100.0,16.3,59.1,53.5,50.8,137731.0,137732.0,5806.0
9,27.1,100.0,6.4,59.1,53.5,50.8,137731.0,144078.0,654.0
10,25.0,100.0,5.4,59.1,53.5,50.8,137731.0,142752.0,654.0
11,21.0,100.0,4.3,59.1,53.5,50.8,137731.0,143880.0,654.0
12,20.5,100.0,7.6,59.1,53.5,50.8,137731.0,142884.0,720.0
0,34.7,100.0,6.4,59.1,53.5,50.8,138793.0,137732.0,588.0
1,31.7,100.0,5.4,59.1,53.5,50.8,137731.0,137798.0,720.0
2,28.6,100.0,16.9,59.1,53.5,50.8,137731.0,137732.0,2214.0
3,27.4,100.0,11.0,59.1,53.5,50.8,137731.0,137732.0,1156.0
4,27.9,100.0,6.5,59.1,53.5,50.8,137731.0,144438.0,654.0
5,31.0,100.0,9.5,59.1,53.5,50.8,137731.0,5806.0,654.0
6,29.1,100.0,24.7,59.1,53.5,50.8,137731.0,137732.0,6736.0
7,26.2,100.0,26.3,59.1,53.5,50.8,137731.0,137732.0,5674.0
8,29.1,100.0,6.5,59.1,53.5,50.8,137731.0,143814.0,654.0
9,29.6,100.0,5.6,59.1,53.5,50.8,142817.0,142950.0,720.0
10,42.6,100.0,8.6,59.1,53.5,50.8,143747.0,137732.0,720.0
11,42.5,100.0,6.6,59.1,53.5,50.8,5739.0,137732.0,654.0
0,22.1,100.0,7.4,59.0,53.5,50.8,137731.0,138728.0,654.0
1,22.8,100.0,7.7,59.0,53.5,50.8,137731.0,137798.0,654.0
2,22.1,100.0,4.3,59.0,53.5,50.8,137731.0,139424.0,654.0
3,22.1,100.0,8.4,59.0,53.5,50.8,137731.0,138300.0,654.0
4,24.4,100.0,6.5,59.0,53.5,50.8,144569.0,137732.0,786.0
5,33.3,100.0,9.5,59.0,53.5,50.8,137731.0,137798.0,4234.0
6,22.8,100.0,18.0,59.0,53.5,50.8,137731.0,137798.0,6172.0
7,26.0,100.0,18.4,59.0,53.5,50.8,137731.0,137732.0,6370.0
8,25.6,100.0,20.9,59.0,53.5,50.8,137731.0,137732.0,6370.0
9,17.6,100.0,15.9,59.0,53.5,50.8,142817.0,137798.0,2526.0
10,38.2,100.0,6.4,59.0,53.5,50.8,143879.0,137732.0,654.0
11,35.1,100.0,4.3,59.1,53.5,50.8,137731.0,142884.0,720.0
12,21.3,100.0,4.3,59.0,53.5,50.8,137731.0,143880.0,654.0
0,24.0,100.0,16.5,59.0,53.5,50.9,137731.0,654.0,1940.0
1,18.4,100.0,7.6,59.0,53.5,50.9,139291.0,137732.0,720.0
2,38.2,100.0,10.5,59.0,53.5,50.9,137731.0,137732.0,786.0
3,20.8,100.0,4.3,59.0,53.5,50.9,137731.0,139230.0,654.0
4,20.8,100.0,5.4,59.0,53.5,50.9,141377.0,143178.0,720.0
5,43.5,100.0,8.6,59.0,53.5,50.9,7197.0,137732.0,780.0
6,52.9,100.0,5.4,59.0,53.5,50.9,139237.0,137732.0,654.0
7,20.3,100.0,8.4,59.0,53.5,50.9,137731.0,144012.0,720.0
8,23.7,100.0,7.6,59.0,53.5,50.9,137731.0,142818.0,720.0
9,21.8,100.0,21.3,59.0,53.5,50.9,137731.0,137732.0,5608.0
10,12.9,100.0,24.1,59.0,53.5,50.9,137731.0,137732.0,6868.0
11,22.0,100.0,15.4,59.0,53.5,50.8,137731.0,137798.0,5806.0
12,19.5,100.0,23.5,59.1,53.5,50.8,137731.0,139238.0,5164.0
0,21.5,100.0,5.4,59.0,53.5,50.8,137731.0,138728.0,654.0
1,20.5,100.0,4.3,59.0,53.5,50.8,137731.0,138230.0,654.0
2,15.8,100.0,4.4,59.0,53.5,50.8,137731.0,139230.0,654.0
3,19.7,100.0,6.5,59.0,53.5,50.8,137731.0,142488.0,654.0
4,19.0,100.0,5.4,59.0,53.5,50.8,137731.0,143402.0,654.0
5,18.2,100.0,4.4,59.0,53.5,50.8,137731.0,142950.0,654.0
6,22.8,100.0,4.4,59.0,53.5,50.8,137731.0,143316.0,654.0
7,18.7,100.0,6.5,59.0,53.5,50.8,137731.0,139234.0,654.0
8,22.5,100.0,16.3,59.1,53.5,50.8,137731.0,137732.0,5872.0
9,19.2,100.0,26.7,59.0,53.5,50.8,137731.0,137732.0,7000.0
10,17.9,100.0,14.1,59.0,53.5,50.8,137731.0,654.0,5938.0
11,17.9,100.0,33.3,59.0,53.5,50.8,137797.0,139238.0,6868.0
0,25.6,100.0,36.0,59.0,53.5,50.8,137731.0,137732.0,1650.0
1,26.4,100.0,0.0,59.0,53.5,50.8,137731.0,137732.0,1152.0
2,23.5,100.0,2.0,59.1,53.5,50.8,137731.0,137732.0,2152.0
3,26.8,100.0,0.0,59.0,53.5,50.8,137731.0,137732.0,5146.0
4,28.1,100.0,0.0,59.0,53.5,50.8,137731.0,137732.0,6382.0
5,23.3,100.0,1.0,59.0,53.5,50.8,137731.0,137732.0,5872.0
6,26.1,100.0,0.0,59.0,53.5,50.8,137731.0,142752.0,3288.0
7,17.7,100.0,1.0,59.0,53.5,50.8,137731.0,143250.0,720.0
8,17.9,100.0,0.0,59.0,53.5,50.8,137731.0,138230.0,4300.0
9,18.5,100.0,2.0,59.0,53.5,50.8,137731.0,137732.0,5370.0
10,21.5,100.0,4.0,59.0,53.5,50.8,142817.0,137732.0,3658.0
11,31.0,100.0,0.0,59.0,53.5,50.8,143879.0,137732.0,654.0
0,25.7,100.0,0.0,59.0,53.5,50.8,137731.0,137732.0,654.0
1,23.5,100.0,0.0,59.0,53.5,50.8,137731.0,137732.0,720.0
2,23.5,100.0,1.0,59.0,53.5,50.8,137731.0,137732.0,2214.0
