0.75,0.75,0.75,36.47,36.4,36.4,2437.75,0.25,123.25
1.2,1.02,1.4,38.84,38.76,38.76,1945.8,3581.8,3618.6
0.75,0.75,1.25,36.47,36.4,36.4,1942.75,123.25,0.25
1.0,1.2,1.0,38.84,38.76,38.76,2647.8,3535.0,3570.2
0.25,1.0,0.75,36.47,36.4,36.4,2107.75,369.25,191.25
1.2,1.4,1.0,38.84,38.76,38.76,1956.2,3570.2,3526.2
0.75,0.75,1.0,36.47,36.4,36.4,2091.25,0.25,123.25
1.4,0.8,1.0,38.84,38.76,38.76,2086.6,3485.0,3675.8
0.5,1.0,1.0,36.47,36.4,36.4,2008.75,0.25,123.25
1.33,1.17,1.18,40.42,40.33,40.33,3190.5,4070.5,3390.17
1.0,0.75,1.0,36.47,36.4,36.4,2414.25,0.25,123.25
1.35,1.33,1.17,40.42,40.33,40.33,3172.17,4197.83,4265.5
0.75,1.25,1.25,36.47,36.4,36.4,2432.25,1794.25,1744.75
0.8,1.0,1.0,38.84,38.76,38.76,1945.8,2719.8,2838.6
1.2,1.0,1.6,38.84,38.76,38.76,2467.8,1853.4,1853.4
0.8,0.8,1.2,38.84,38.76,38.76,1919.4,2526.2,2398.6
0.8,1.2,1.2,38.84,38.76,38.76,2177.4,2781.4,2794.6
0.8,1.0,0.8,38.84,38.76,38.76,1915.0,2077.8,2047.0
1.0,1.27,1.25,36.47,36.4,36.4,2355.25,2019.75,1931.75
1.0,0.8,0.8,38.84,38.76,38.76,3011.0,2395.4,2470.2
1.25,1.25,1.27,36.47,36.4,36.4,2338.75,2360.75,2377.25
1.0,0.8,1.02,38.84,38.76,38.76,2869.8,2436.2,2315.8
1.2,1.2,1.2,38.84,38.76,38.76,3421.8,2771.0,2034.2
1.0,0.8,0.82,38.84,38.76,38.76,3263.4,1747.8,1805.0
1.4,1.2,1.8,38.84,38.76,38.76,3332.2,3275.0,2525.0
0.5,0.75,0.25,36.47,36.4,36.4,2124.25,123.25,0.25
1.68,1.68,2.18,40.42,40.33,40.33,2655.83,3986.17,3241.83
0.8,1.4,1.0,38.84,38.76,38.76,3366.2,3113.8,3016.2
1.22,0.8,0.6,38.84,38.76,38.76,2937.0,1827.0,2060.2
0.75,1.0,1.25,36.47,36.4,36.4,2371.75,2393.75,2382.75
