83.33,83.5,2.53,43.92,45.0,42.58,109069222.83,109061401.0,11178.0
99.89,100.0,1.69,52.5,53.8,50.9,130960504.22,131025624.56,8510.11
100.0,100.0,1.13,52.5,53.8,50.9,130890145.56,131017519.67,3973.89
99.78,100.0,0.56,52.5,53.8,50.9,130948558.67,131153730.56,1110.33
100.0,100.0,1.6,52.5,53.8,50.9,130901640.4,131076767.8,5889.0
99.92,100.0,0.39,52.53,53.8,50.9,130927200.97,130967981.97,1072.59
99.89,100.0,1.7,52.6,53.8,50.9,130977943.33,130937199.22,8882.56
100.0,100.0,1.52,52.6,53.8,50.9,130827706.5,130995238.5,9786.5
99.8,100.0,1.4,52.6,53.8,50.9,131329543.6,131358436.6,1777.0
100.0,100.0,2.64,52.6,53.8,50.9,130812742.8,130910682.2,14068.2
99.75,100.0,1.25,52.6,53.8,51.0,130966392.5,130886200.5,3124.5
99.8,100.0,1.42,52.6,53.8,51.0,130962098.4,130795136.2,6042.2
99.75,100.0,1.52,52.6,53.8,51.0,130968506.5,130847341.0,11178.0
100.0,100.0,1.69,52.6,53.8,51.0,130848649.78,130949434.33,8754.56
99.89,100.0,1.8,52.6,53.8,51.0,130949868.44,130923430.78,8339.67
99.89,100.0,2.02,52.6,53.8,51.0,130927311.78,130941324.33,8759.0
100.0,100.0,0.33,52.6,53.8,51.0,130966174.89,130987986.56,683.0
100.0,100.0,1.11,52.6,53.8,51.0,130917010.89,130933239.44,6432.11
99.89,100.0,1.69,52.6,53.8,51.0,130966287.78,131010379.89,7865.44
100.0,100.0,0.5,52.6,53.82,51.0,130901563.0,131072135.0,2260.0
99.89,100.0,1.8,52.6,53.8,51.0,130946617.33,130980188.78,9698.44
99.95,100.0,0.57,52.6,53.8,51.0,130896963.28,130905918.08,2856.44
99.9,100.0,0.2,52.6,53.8,51.09,131139559.2,130983926.4,711.0
100.0,100.0,0.91,52.6,53.8,51.0,130921950.0,131112785.0,3640.78
100.0,100.0,2.64,52.6,53.8,51.0,130868722.8,130900280.6,11910.6
100.0,100.0,2.62,52.6,53.8,51.0,130888457.2,130933378.6,10927.8
99.8,100.0,2.86,52.6,53.8,51.0,131038798.0,130798592.8,12240.2
100.0,100.0,2.84,52.6,53.8,51.0,130876200.0,130874169.6,13045.0
100.0,100.0,0.33,52.6,53.8,51.0,131081543.33,130808466.33,906.67
99.92,100.0,0.51,52.6,53.8,51.08,130926536.21,130946444.03,2096.95
