100.0,100.0,100.0,100.0,100.0
0.0,1.0,0.0,1.0,0.0
50.6,50.7,50.7,50.7,50.7
53.1,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.82,100.0,0.4,50.68,53.02,49.9,0.0,0.0,0.0
61.1,59.6,71.0,63.6,66.7
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.7,50.7,50.7,50.7,50.7
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
64.4,100.0,0.0,50.7,53.0,49.9,0.0,0.0,0.0
68.9,58.6,65.6,61.7,64.6
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.7,50.7,50.7,50.7,50.7
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.88,100.0,0.0,50.7,53.0,49.9,0.0,0.0,0.0
67.2,65.2,67.6,67.2,66.7
100.0,100.0,100.0,100.0,100.0
1.0,0.0,0.0,0.0,0.0
50.7,50.7,50.7,50.7,50.7
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
66.78,100.0,0.2,50.7,53.0,49.9,0.0,0.0,0.0
70.3,70.3,67.6,65.1,65.0
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,1.0,0.0
50.7,50.7,50.8,50.8,50.8
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
67.66,100.0,0.2,50.76,53.0,49.9,0.0,0.0,0.0
58.0,60.4,60.0,58.9,61.4
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.8,50.8,50.8,50.8,50.8
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
59.74,100.0,0.0,50.8,53.0,49.9,0.0,0.0,0.0
70.9,60.7,59.3,55.8,55.1
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,3.0
50.8,50.8,50.8,50.8,50.8
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,590.0,0.0
60.36,100.0,0.6,50.8,53.0,49.9,0.0,0.0,118.0
57.1,56.5,67.9,67.3,59.6
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,2.0
50.8,50.8,50.8,50.9,50.9
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,590.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,60.0,0.0
61.68,100.0,0.4,50.84,53.0,49.9,118.0,0.0,12.0
58.3,65.6,63.9,58.5,52.1
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.9,50.9,50.9,50.9,50.9
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,60.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
59.68,100.0,0.0,50.9,53.0,49.9,12.0,0.0,0.0
60.8,56.3,58.5,63.5,59.6
100.0,100.0,100.0,100.0,100.0
0.0,1.0,0.0,0.0,0.0
51.0,50.9,50.9,50.9,50.9
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
59.74,100.0,0.2,50.92,53.0,49.9,0.0,0.0,0.0
62.7,61.0,70.5,58.9,64.3
100.0,100.0,100.0,100.0,100.0
1.0,1.0,0.0,0.0,0.0
50.9,50.9,50.9,50.9,50.9
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.48,100.0,0.4,50.9,53.0,49.9,0.0,0.0,0.0
60.0,67.9,66.7,61.9,61.9,63.0
100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,1.0,0.0,0.0,0.0
50.9,50.9,50.9,50.9,50.9,50.9
53.0,53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
63.57,100.0,0.17,50.9,53.0,49.9,0.0,0.0,0.0
67.7,66.1,63.6,66.7,68.3
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0
50.9,50.9,50.9,50.9,50.9
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
66.48,100.0,0.2,50.9,53.0,49.9,0.0,0.0,0.0
66.7,68.3,67.8,62.1,62.5
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.9,50.9,50.9,51.0,51.0
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
65.48,100.0,0.0,50.94,53.0,49.9,0.0,0.0,0.0
64.0,53.2,50.0,59.3,59.6
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0
51.0,51.0,51.0,51.0,51.0
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
57.22,100.0,0.2,51.0,53.0,49.9,0.0,0.0,0.0
71.7,54.9,59.3,56.0,66.7
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0
51.0,51.0,51.0,51.0,51.0
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
61.72,100.0,0.2,51.0,53.0,49.9,0.0,0.0,0.0
54.0,64.5,63.9,62.9,68.3
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
51.0,51.0,51.0,51.0,51.0
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
62.72,100.0,0.0,51.0,53.0,49.9,0.0,0.0,0.0
65.5,68.2,65.1,66.1,61.0,63.5
100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,1.0,0.0,0.0
51.0,51.0,51.0,51.0,51.0,51.0
53.0,53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
64.9,100.0,0.17,51.0,53.0,49.9,0.0,0.0,0.0
66.1,66.1,67.2,69.2,65.0
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
51.0,51.0,51.0,51.0,51.0
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
66.72,100.0,0.0,51.0,53.0,49.9,0.0,0.0,0.0
