61.4,66.7,62.5,63.2,64.9
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.3,50.3,50.3,50.3,50.3
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.74,100.0,0.0,50.3,53.0,49.9,0.0,0.0,0.0
62.3,64.3,61.9,63.3,64.4
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.3,50.3,50.3,50.3,50.4
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.24,100.0,0.0,50.32,53.0,49.9,0.0,0.0,0.0
63.2,62.1,64.3,62.9,65.0
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,1.0
50.4,50.4,50.4,50.4,50.4
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.5,100.0,0.2,50.4,53.0,49.9,0.0,0.0,0.0
66.7,66.1,62.3,66.7,79.7
100.0,100.0,100.0,100.0,100.0
0.0,1.0,0.0,0.0,0.0
50.4,50.4,50.4,50.4,50.4
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
68.3,100.0,0.2,50.4,53.0,49.9,0.0,0.0,0.0
69.8,63.6,63.6,68.7,61.5
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.4,50.4,50.4,50.4,50.5
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
65.44,100.0,0.0,50.42,53.0,49.9,0.0,0.0,0.0
69.8,70.5,64.1,65.2,67.6
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.5,50.5,50.5,50.5,50.5
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
67.44,100.0,0.0,50.5,53.0,49.9,0.0,0.0,0.0
68.7,65.1,59.3,64.4,60.0
100.0,100.0,100.0,100.0,100.0
1.0,0.0,0.0,0.0,0.0
50.5,50.5,50.5,50.5,50.5
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
63.5,100.0,0.2,50.5,53.0,49.9,0.0,0.0,0.0
64.8,54.0,56.4,59.3,54.5
100.0,100.0,100.0,100.0,100.0
0.0,1.0,0.0,1.0,0.0
50.5,50.5,50.5,50.5,50.5
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
57.8,100.0,0.4,50.5,53.0,49.9,0.0,0.0,0.0
69.0,54.9,64.4,59.3,61.4
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0
50.6,50.6,50.6,50.6,50.6
53.0,53.0,53.0,53.0,53.0
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
61.8,100.0,0.0,50.6,53.0,49.9,0.0,0.0,0.0
62.7,62.5,58.2,61.1,59.6,57.7
100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0
50.6,50.6,50.6,50.6,50.6,50.6
53.0,53.0,53.0,53.1,53.1,53.1
49.9,49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,590.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
60.3,100.0,0.0,50.6,53.05,49.9,0.0,98.33,0.0
61.8,56.4,57.7,63.6,65.0
100.0,100.0,100.0,100.0,100.0
0.0,0.0,0.0,1.0,0.0
50.6,50.6,50.6,50.6,50.6
53.1,53.1,53.1,53.1,53.1
49.9,49.9,49.9,49.9,49.9
0.0,0.0,0.0,0.0,0.0
0.0,0.0,60.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
60.9,100.0,0.2,50.6,53.1,49.9,0.0,12.0,0.0
61.0,63.8,58.2,61.1,75.0
