1.01,0.8,0.3,42.67,42.76,42.22,2231.1,4401.3,946.1
0.25,0.6,0.2,46.14,46.24,45.65,279.65,1664.15,18.55
0.43,1.3,1.59,40.69,40.77,40.26,740.14,3961.29,5164.43
1.22,0.91,0.2,42.67,42.76,42.22,5173.7,2414.7,35.3
0.33,0.45,0.42,46.14,46.3,45.71,0.03,701.77,1355.03
1.0,1.1,0.1,42.67,42.76,42.31,2420.3,5193.9,112.1
0.28,0.25,0.59,46.01,46.11,45.62,0.03,0.03,2033.69
1.16,0.43,1.6,40.69,40.77,40.34,3398.43,549.0,6105.29
0.2,0.7,1.01,42.67,42.76,42.34,0.1,2579.1,5389.9
2.2,0.33,0.33,39.58,39.67,39.33,7937.17,726.17,244.83
1.4,0.5,0.3,42.67,42.76,42.32,5748.1,1460.1,49.3
0.6,0.15,0.25,46.14,46.24,45.75,1899.78,0.03,0.03
0.43,2.03,0.43,40.69,40.77,40.36,0.14,8269.0,1713.0
0.68,0.17,0.2,46.23,46.24,45.85,1908.88,0.03,0.03
0.4,1.42,0.4,38.12,38.12,37.8,905.0,7165.8,0.2
0.43,0.14,1.87,40.77,40.77,40.43,0.14,0.14,10114.43
0.3,1.73,0.1,42.79,42.76,42.36,392.1,6998.7,0.1
3.03,0.14,0.29,40.86,40.77,40.36,9419.57,0.14,600.14
2.04,0.4,0.4,38.2,38.12,37.72,9579.8,18.6,117.0
0.25,0.43,0.5,46.34,46.24,45.83,34.7,657.4,1325.0
0.2,0.1,1.62,42.85,42.76,42.4,462.1,0.1,6799.9
0.45,0.23,0.4,46.34,46.24,45.85,1246.08,16.27,713.02
0.57,2.3,0.57,40.86,40.77,40.43,980.71,9147.86,8.71
0.28,0.23,0.65,46.34,46.24,45.94,7.22,7.22,1905.12
0.43,0.5,0.4,46.34,46.24,45.99,588.67,1412.28,44.52
0.5,1.42,0.7,42.85,42.76,42.58,416.4,5791.2,1449.8
0.29,1.14,2.17,40.86,40.77,40.6,70.43,1699.14,8110.0
2.24,0.6,0.4,38.2,38.12,37.96,8357.8,0.2,0.2
0.33,0.53,0.35,46.34,46.24,46.05,459.88,1500.88,0.03
0.28,0.5,0.35,46.34,46.24,46.05,112.88,1459.47,449.38
